,發生時間,事故類別名稱,發生地點,事故類型及型態子類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,經度,緯度,車種,機車,,小客車,人,慢車,小貨車,軍車,大貨車,曳引車,大客車,半聯結車,特種車,全聯結車,其他車,日期,時間,死亡,受傷,縣市
40557,2022-02-08 20:46:00,A2,澎湖縣馬公市東衛里縣202線道路口 / 澎湖縣馬公市東衛里澎21號道路口,側撞,未依規定讓車,死亡0;受傷2,119.608872,23.569667,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-02-08,20:46:00,0,2,澎湖縣
41762,2022-02-10 07:31:00,A2,澎湖縣湖西鄉縣204線 7公里南側向外側,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.636263,23.562654,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-10,07:31:00,0,1,澎湖縣
42467,2022-02-10 17:37:00,A2,澎湖縣湖西鄉縣道204線、澎20號道岔路口,側撞,未依規定讓車,死亡0;受傷1,119.642437,23.562849,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-10,17:37:00,0,1,澎湖縣
42886,2022-02-11 07:33:00,A2,澎湖縣湖西鄉縣202線 7公里200.0公尺處西側向內側,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.657055,23.584278,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-11,07:33:00,0,1,澎湖縣
46394,2022-02-14 17:01:00,A2,澎湖縣西嶼鄉縣203線 30公里300.0公尺處,側撞,未依規定讓車,死亡0;受傷2,119.508529,23.597233,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-02-14,17:01:00,0,2,澎湖縣
46855,2022-02-15 07:14:00,A2,澎湖縣馬公市縣204線 2公里650.0公尺處東側向外側,側撞,左轉彎未依規定,死亡0;受傷1,119.603411,23.557109,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-02-15,07:14:00,0,1,澎湖縣
47090,2022-02-15 09:26:00,A2,澎湖縣馬公市縣201線 6公里660.0公尺處南側向外側,追撞,未保持行車安全距離,死亡0;受傷2,119.571151,23.52507,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-15,09:26:00,0,2,澎湖縣
47438,2022-02-15 16:09:00,A2,澎湖縣馬公市光復里民福路105號前0.0公尺北側,對向擦撞,未靠右行駛,死亡0;受傷2,119.569212,23.567562,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-15,16:09:00,0,2,澎湖縣
47883,2022-02-16 06:22:00,A2,澎湖縣馬公市朝陽里中華路口 / 澎湖縣馬公市朝陽里朝陽路口,其他,酒醉(後)駕駛失控,死亡0;受傷1,119.576366,23.572412,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-02-16,06:22:00,0,1,澎湖縣
49084,2022-02-17 07:49:00,A2,澎湖縣馬公市光復里海埔路口 / 澎湖縣馬公市光復里新村路口,側撞,未依規定讓車,死亡0;受傷1,119.571545,23.567945,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-17,07:49:00,0,1,澎湖縣
50054,2022-02-18 05:37:00,A2,澎湖縣馬公市縣202線 560.0公尺處西側向內側,穿越道路中,未注意車前狀態,死亡0;受傷1,119.604125,23.56966,1: 小客車 (自用); 2: 人 (行人),,,自用,行人,,,,,,,,,,,2022-02-18,05:37:00,0,1,澎湖縣
50559,2022-02-18 12:59:00,A2,澎湖縣馬公市重光里文光路口 / 澎湖縣馬公市重光里五福路口,側撞,未依規定讓車,死亡0;受傷1,119.571352,23.583172,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-18,12:59:00,0,1,澎湖縣
50712,2022-02-18 16:00:00,A2,澎湖縣湖西鄉縣204線 6公里700.0公尺處南側向內側,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.634512,23.560623,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-18,16:00:00,0,1,澎湖縣
51011,2022-02-18 19:00:00,A2,澎湖縣馬公市縣203線 4公里250.0公尺處北側向內側,其他,起步未注意其他車(人)安全,死亡0;受傷2,119.598968,23.570206,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-18,19:00:00,0,2,澎湖縣
51212,2022-02-18 23:12:00,A2,澎湖縣馬公市新營路(第三漁港西側300公尺處岔路口),撞護欄(樁),酒醉(後)駕駛失控,死亡0;受傷1,119.574439,23.568146,1: 機車 (普通輕型); 2:  (),普通輕型,,,,,,,,,,,,,,2022-02-18,23:12:00,0,1,澎湖縣
52372,2022-02-20 12:17:00,A2,澎湖縣馬公市陽明里中華路171號前0.0公尺西側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.574088,23.571721,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-02-20,12:17:00,0,1,澎湖縣
53260,2022-02-21 12:14:00,A2,澎湖縣馬公市縣204線 1公里86.0公尺處西側向內側,側撞,起步未注意其他車(人)安全,死亡0;受傷1,119.596747,23.560059,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-21,12:14:00,0,1,澎湖縣
54303,2022-02-22 10:45:00,A2,澎湖縣馬公市光榮里成功街1號北側,側撞,起步未注意其他車(人)安全,死亡0;受傷1,119.57081,23.576437,1: 其他車 (動力機械); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,動力機械,2022-02-22,10:45:00,0,1,澎湖縣
54342,2022-02-22 11:37:00,A2,澎湖縣馬公市陽明里中華路197號前0.0公尺南側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.574873,23.571925,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-02-22,11:37:00,0,1,澎湖縣
55488,2022-02-23 13:36:00,A2,澎湖縣馬公市朝陽里朝陽路口 / 澎湖縣馬公市朝陽里林森路口,路口交岔撞,違反號誌管制或指揮,死亡0;受傷1,119.577193,23.573426,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-02-23,13:36:00,0,1,澎湖縣
55620,2022-02-23 16:58:00,A2,澎湖縣馬公市石泉里縣204線道路口 / 澎湖縣馬公市石泉里澎23號道路口,側撞,迴轉未依規定,死亡0;受傷1,119.598161,23.559423,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-23,16:58:00,0,1,澎湖縣
56048,2022-02-24 07:09:00,A2,澎湖縣湖西鄉湖西村106之2號前岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.658751,23.583055,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-02-24,07:09:00,0,1,澎湖縣
56336,2022-02-24 09:57:00,A2,澎湖縣馬公市興仁里縣201線道路口 / 澎湖縣馬公市興仁里縣204線道路口,側撞,左轉彎未依規定,死亡0;受傷1,119.610666,23.552534,1: 機車 (普通重型); 2: 軍車 (大客車),普通重型,,,,,,大客車,,,,,,,,2022-02-24,09:57:00,0,1,澎湖縣
56489,2022-02-24 12:39:00,A2,澎湖縣馬公市陽明里永安街口 / 澎湖縣馬公市陽明里大仁街口,側撞,未依規定讓車,死亡0;受傷2,119.571698,23.571591,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-24,12:39:00,0,2,澎湖縣
56567,2022-02-24 14:16:00,A2,澎湖縣馬公市縣204線 180.0公尺處東側向外側,同向擦撞,未保持行車安全間隔,死亡0;受傷3,119.583169,23.568828,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-02-24,14:16:00,0,3,澎湖縣
58173,2022-02-26 08:06:00,A2,澎湖縣馬公市澎28號道0.55公里處,側撞,未依規定讓車,死亡0;受傷1,119.590853,23.561033,1: 小客車 (自用); 2: 慢車 (電動輔助自行車),,,自用,,電動輔助自行車,,,,,,,,,,2022-02-26,08:06:00,0,1,澎湖縣
58741,2022-02-26 17:02:00,A2,澎湖縣馬公市東衛里35之1號前岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.601484,23.568448,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-02-26,17:02:00,0,1,澎湖縣
58783,2022-02-26 17:30:44,A2,澎湖縣白沙鄉澎8號線 2公里500.0公尺處,衝出路外,超速失控,死亡0;受傷1,119.582835,23.657921,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-02-26,17:30:44,0,1,澎湖縣
58929,2022-02-26 20:19:00,A2,澎湖縣馬公市縣202線 700.0公尺處東側向外側,側撞,未依規定讓車,死亡0;受傷2,119.605909,23.569863,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-26,20:19:00,0,2,澎湖縣
59473,2022-02-27 15:04:00,A2,澎湖縣馬公市陽明里水源路口 / 澎湖縣馬公市陽明里北辰街口,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.571663,23.569798,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-02-27,15:04:00,0,1,澎湖縣
60435,2022-02-28 16:41:00,A2,澎湖縣馬公市西衛里83之17號旁岔路口,對向擦撞,未保持行車安全間隔,死亡0;受傷2,119.581191,23.579381,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-02-28,16:41:00,0,2,澎湖縣
60769,2022-03-01 05:53:00,A2,澎湖縣湖西鄉縣202線 12公里30.0公尺處西側向外側,同向通行中,未注意車前狀態,死亡0;受傷2,119.679122,23.558025,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-03-01,05:53:00,0,2,澎湖縣
61553,2022-03-01 17:06:00,A2,澎湖縣馬公市澎28號道0.4公里處岔路口,側撞,未依規定讓車,死亡0;受傷1,119.588053,23.562458,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-03-01,17:06:00,0,1,澎湖縣
61648,2022-03-01 17:51:00,A2,澎湖縣七美鄉南港村10鄰尖山腳26號前道路,對向擦撞,未靠右行駛,死亡0;受傷2,119.427148,23.198065,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-01,17:51:00,0,2,澎湖縣
61709,2022-03-01 18:42:00,A2,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里新生路口,側撞,右轉彎未依規定,死亡0;受傷2,119.585489,23.563743,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-01,18:42:00,0,2,澎湖縣
61828,2022-03-01 20:44:00,A2,澎湖縣馬公市東文里文山路口 / 澎湖縣馬公市東文里民富街口,側撞,未依規定讓車,死亡0;受傷1,119.584399,23.561599,1: 小客車 (自用); 2: 機車 (大型重型2(250-550C.C.)),大型重型2(250-550C.C.),,自用,,,,,,,,,,,,2022-03-01,20:44:00,0,1,澎湖縣
62128,2022-03-02 08:31:00,A2,澎湖縣湖西鄉龍門村縣204線路口 / 澎湖縣湖西鄉龍門村縣202線道路口,側撞,未依規定讓車,死亡0;受傷1,119.67366,23.564029,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-03-02,08:31:00,0,1,澎湖縣
62273,2022-03-02 11:16:00,A2,澎湖縣馬公市朝陽里光復路口 / 澎湖縣馬公市朝陽里陽明路口,側撞,左轉彎未依規定,死亡0;受傷2,119.572321,23.573371,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-02,11:16:00,0,2,澎湖縣
62610,2022-03-02 16:49:00,A2,澎湖縣湖西鄉澎19號線 2公里320.0公尺處口,側撞,未依規定讓車,死亡0;受傷3,119.661506,23.577368,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-03-02,16:49:00,0,3,澎湖縣
62646,2022-03-02 17:11:00,A2,澎湖縣馬公市東文里新營路口 / 澎湖縣馬公市東文里文德路口,側撞,未依規定讓車,死亡0;受傷1,119.580276,23.563173,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-03-02,17:11:00,0,1,澎湖縣
63957,2022-03-03 19:51:00,A2,澎湖縣馬公市光榮里文光路110號前0.0公尺北側,側撞,迴轉未依規定,死亡0;受傷2,119.570744,23.574686,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-03,19:51:00,0,2,澎湖縣
64701,2022-03-04 15:14:00,A2,澎湖縣馬公市朝陽里光復路口 / 澎湖縣馬公市陽明里朝陽路口,對向擦撞,逆向行駛,死亡0;受傷2,119.573426,23.574358,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-03-04,15:14:00,0,2,澎湖縣
66295,2022-03-06 08:43:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里文昌街口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.579136,23.57428,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-06,08:43:00,0,2,澎湖縣
67946,2022-03-08 04:29:00,A2,澎湖縣馬公市陽明里新店路口 / 澎湖縣馬公市陽明里永順街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.575062,23.568207,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-03-08,04:29:00,0,1,澎湖縣
68219,2022-03-08 08:17:00,A2,澎湖縣白沙鄉縣203線 14公里北側向外側,撞動物,尚未發現肇事因素,死亡0;受傷1,119.598188,23.645368,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-03-08,08:17:00,0,1,澎湖縣
68317,2022-03-08 09:12:00,A2,澎湖縣西嶼鄉澎5號線 南側,側撞,未依規定讓車,死亡0;受傷1,119.508449,23.600923,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-03-08,09:12:00,0,1,澎湖縣
69450,2022-03-09 08:07:00,A2,澎湖縣湖西鄉潭邊村縣203線道路口 / 澎湖縣湖西鄉潭邊村澎12號道路口,側撞,未依規定讓車,死亡0;受傷1,119.613123,23.593961,1: 小貨車(含客、貨兩用) (自用); 2: 小客車 (自用); 3: 人 (乘客),,,自用,乘客,,自用,,,,,,,,,2022-03-09,08:07:00,0,1,澎湖縣
69948,2022-03-09 15:57:00,A2,澎湖縣馬公市長安里中正路口 / 澎湖縣馬公市長安里民生路口,穿越道路中,未依標誌、標線、號誌或手勢指揮穿越道路,死亡0;受傷1,119.565553,23.5676,1: 人 (行人); 2: 小客車 (自用),,,自用,行人,,,,,,,,,,,2022-03-09,15:57:00,0,1,澎湖縣
70043,2022-03-09 17:03:00,A2,澎湖縣馬公市西文里10之3號旁岔路口,側撞,未依規定讓車,死亡0;受傷2,119.584364,23.564857,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-09,17:03:00,0,2,澎湖縣
70410,2022-03-10 00:30:00,A2,澎湖縣馬公市陽明里新店路口 / 澎湖縣馬公市陽明里永泰街口,側撞,未依規定讓車,死亡0;受傷2,119.575879,23.567495,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-03-10,00:30:00,0,2,澎湖縣
71193,2022-03-10 16:25:00,A2,澎湖縣馬公市中興里樹德路口 / 澎湖縣馬公市中興里文化路口,路口交岔撞,未依規定讓車,死亡0;受傷3,119.567603,23.568843,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-03-10,16:25:00,0,3,澎湖縣
71209,2022-03-10 16:42:00,A2,澎湖縣馬公市縣201線 3公里600.0公尺處東側向外側,側撞,未依規定讓車,死亡0;受傷1,119.593125,23.5265,1: 慢車 (微型電動二輪車); 2: 機車 (普通重型),普通重型,,,,微型電動二輪車,,,,,,,,,,2022-03-10,16:42:00,0,1,澎湖縣
72303,2022-03-11 14:36:00,A2,澎湖縣馬公市澎25號道1.3公里處,路上翻車、摔倒,超速失控,死亡0;受傷1,119.613347,23.539299,1: 小貨車(含客、貨兩用) (營業用); 2:  (),,,,,,營業用,,,,,,,,,2022-03-11,14:36:00,0,1,澎湖縣
72572,2022-03-11 17:23:00,A2,澎湖縣湖西鄉縣204線 5公里700.0公尺處東側向外側,側撞,未依規定讓車,死亡0;受傷1,119.627749,23.554788,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-03-11,17:23:00,0,1,澎湖縣
73027,2022-03-12 08:10:00,A2,澎湖縣西嶼鄉縣道203線30.2公里處岔路口(池東段),路口交岔撞,未依規定讓車,死亡0;受傷2,119.509327,23.598739,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-12,08:10:00,0,2,澎湖縣
73656,2022-03-12 16:28:00,A2,澎湖縣馬公市重慶里光明路口 / 澎湖縣馬公市重慶里建國路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.566127,23.566189,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-03-12,16:28:00,0,1,澎湖縣
73793,2022-03-12 17:57:00,A2,澎湖縣馬公市朝陽里六合路11號前0.0公尺南側,其他,酒醉(後)駕駛失控,死亡0;受傷1,119.581624,23.571385,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-03-12,17:57:00,0,1,澎湖縣
74592,2022-03-13 16:47:00,A2,澎湖縣湖西鄉澎21號道0.2公里處,追撞,未保持行車安全距離,死亡0;受傷2,119.611415,23.569247,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-13,16:47:00,0,2,澎湖縣
74684,2022-03-13 18:01:00,A2,澎湖縣馬公市縣201線 4公里30.0公尺處口,側撞,右轉彎未依規定,死亡0;受傷2,119.589877,23.527438,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-03-13,18:01:00,0,2,澎湖縣
74858,2022-03-13 23:10:00,A2,澎湖縣馬公市啟明里民福路口 / 澎湖縣馬公市啟明里臨海路6巷口,側撞,未依規定讓車,死亡0;受傷1,119.567747,23.564091,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-03-13,23:10:00,0,1,澎湖縣
74961,2022-03-14 07:28:00,A2,澎湖縣馬公市朝陽里中華路381號前0.0公尺西側,其他,未注意車前狀態,死亡0;受傷1,119.580927,23.570606,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-03-14,07:28:00,0,1,澎湖縣
76227,2022-03-15 09:39:00,A2,澎湖縣馬公市光榮里文光路156號前0.0公尺北側,側撞,未依規定讓車,死亡0;受傷1,119.571226,23.576326,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-15,09:39:00,0,1,澎湖縣
76443,2022-03-15 13:08:00,A2,澎湖縣馬公市陽明里新生路口 / 澎湖縣馬公市陽明里北辰街口,路口交岔撞,違反號誌管制或指揮,死亡0;受傷2,119.571925,23.569332,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-03-15,13:08:00,0,2,澎湖縣
77079,2022-03-16 07:04:00,A2,澎湖縣馬公市重慶里中興路口 / 澎湖縣馬公市重慶里建國路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.566276,23.566776,1: 小客車 (計程車); 2: 機車 (普通重型),普通重型,,計程車,,,,,,,,,,,,2022-03-16,07:04:00,0,1,澎湖縣
77505,2022-03-16 13:05:00,A2,澎湖縣馬公市光復里中華路口 / 澎湖縣馬公市光復里新村路口,追撞,未保持行車安全距離,死亡0;受傷1,119.570136,23.56951,1: 機車 (普通重型); 2: 慢車 (腳踏自行車),普通重型,,,,腳踏自行車,,,,,,,,,,2022-03-16,13:05:00,0,1,澎湖縣
78252,2022-03-17 08:43:00,A2,澎湖縣馬公市西衛里四維路口 / 澎湖縣馬公市西衛里樂群街口,側撞,未依規定讓車,死亡0;受傷2,119.574367,23.577833,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-17,08:43:00,0,2,澎湖縣
78263,2022-03-17 08:52:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里文林街口,其他,不明原因肇事,死亡0;受傷2,119.576199,23.57506,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-03-17,08:52:00,0,2,澎湖縣
78455,2022-03-17 12:01:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里文昌街口,路口交岔撞,未依規定讓車,死亡0;受傷3,119.579136,23.57428,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-03-17,12:01:00,0,3,澎湖縣
78814,2022-03-17 18:07:00,A2,澎湖縣馬公市東衛里縣202線道路口 / 澎湖縣馬公市東衛里澎21號道路口,其他,右轉彎未依規定,死亡0;受傷1,119.608657,23.569608,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-03-17,18:07:00,0,1,澎湖縣
79095,2022-03-17 23:24:00,A2,澎湖縣馬公市永泰街47號前道路,其他,酒醉(後)駕駛失控,死亡0;受傷1,119.576614,23.569002,1: 機車 (普通重型); 2: 小客車 (計程車),普通重型,,計程車,,,,,,,,,,,,2022-03-17,23:24:00,0,1,澎湖縣
79792,2022-03-18 17:21:00,A2,澎湖縣馬公市石泉里縣204線道路口 / 澎湖縣馬公市石泉里澎23號道路口,側撞,未依規定讓車,死亡0;受傷2,119.598142,23.559522,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型); 3: 小貨車(含客、貨兩用) (自用); 4: 機車 (普通重型); 5: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-03-18,17:21:00,0,2,澎湖縣
80349,2022-03-19 09:44:00,A2,澎湖縣馬公市光榮里成功街口 / 澎湖縣馬公市光榮里自強街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.570185,23.575136,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-03-19,09:44:00,0,1,澎湖縣
80552,2022-03-19 12:40:00,A2,澎湖縣馬公市縣204線 1公里300.0公尺處西側向外側,其他,酒醉(後)駕駛失控,死亡0;受傷1,119.591887,23.562611,1: 慢車 (微型電動二輪車); 2: 小客車 (自用),,,自用,,微型電動二輪車,,,,,,,,,,2022-03-19,12:40:00,0,1,澎湖縣
80688,2022-03-19 14:50:00,A2,澎湖縣馬公市縣204線 1公里600.0公尺處東側向外側,同向擦撞,變換車道或方向不當,死亡0;受傷1,119.594757,23.560905,1: 小客車 (租賃車); 2: 機車 (普通重型),普通重型,,租賃車,,,,,,,,,,,,2022-03-19,14:50:00,0,1,澎湖縣
80716,2022-03-19 15:09:00,A2,澎湖縣馬公市西文里縣道204道路口 / 澎湖縣馬公市西文里新店路口,追撞,未注意車前狀態,死亡0;受傷2,119.587416,23.564835,1: 小客車 (自用); 2: 小客車 (自用); 3: 小客車 (租賃車); 4: 人 (乘客),,,租賃車,乘客,,,,,,,,,,,2022-03-19,15:09:00,0,2,澎湖縣
82984,2022-03-21 23:09:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里光復路口,側撞,右轉彎未依規定,死亡0;受傷2,119.575044,23.575794,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-03-21,23:09:00,0,2,澎湖縣
